id,sales_id,product_id,quantity
255,50,63,2
256,50,78,1
257,50,84,1
258,51,70,2
259,51,82,1
260,51,74,2
261,51,72,2
262,52,73,2
263,52,84,1
264,53,82,1
265,53,63,1
266,53,74,1
267,53,72,1
268,54,67,1
269,54,66,1
270,54,76,1
271,55,80,1
272,55,73,1
273,55,63,1
274,55,70,1
275,56,74,1
276,56,82,1
277,56,66,3
278,57,69,2
279,57,75,1
280,57,81,1
281,57,83,1
282,58,71,1
283,58,76,1
284,58,84,1
285,58,72,2
286,59,78,1
287,59,63,2
288,59,80,1
289,59,74,1
290,60,74,2
291,60,72,1
292,60,73,1
293,61,82,1
294,61,74,1
295,61,72,1
296,62,69,1
297,62,85,1
298,62,80,1
299,63,70,1
300,63,80,1
301,64,72,1
302,64,77,1
303,65,80,1
304,65,71,1
305,65,76,1
306,66,72,1
307,66,66,1
308,66,78,1
309,67,72,1
310,67,74,1
311,67,84,1
312,68,70,1
313,68,82,1
314,69,71,1
315,69,77,1
316,69,81,2
317,70,78,1
318,70,84,1
319,70,74,1
320,71,63,1
321,71,82,1
322,71,72,1
323,46,70,1
324,46,80,1
325,47,66,1
326,47,63,1
327,47,82,1
328,47,84,1
329,48,62,1
330,48,78,1
331,48,63,1
332,49,70,1
333,49,73,2
334,49,78,1
335,49,80,1
336,50,63,2
337,50,78,1
338,50,84,1
339,51,70,2
340,51,82,1
341,51,74,2
342,51,72,2
343,52,73,2
344,52,84,1
345,53,82,1
346,53,63,1
347,53,74,1
348,53,72,1
349,54,67,1
350,54,66,1
351,54,76,1
352,55,80,1
353,55,73,1
354,55,63,1
355,55,70,1
356,56,74,1
357,56,82,1
358,56,66,3
359,57,69,2
360,57,75,1
361,57,81,1
362,57,83,1
363,58,71,1
364,58,76,1
365,58,84,1
366,58,72,2
367,59,78,1
368,59,63,2
369,59,80,1
370,59,74,1
371,60,74,2
372,60,72,1
373,60,73,1
374,61,82,1
375,61,74,1
376,61,72,1
377,62,69,1
378,62,85,1
379,62,80,1
380,63,70,1
381,63,80,1
382,64,72,1
383,64,77,1
384,65,80,1
385,65,71,1
386,65,76,1
387,66,72,1
388,66,66,1
389,66,78,1
390,67,72,1
391,67,74,1
392,67,84,1
393,68,70,1
394,68,82,1
395,69,71,1
396,69,77,1
397,69,81,2
398,70,78,1
399,70,84,1
400,70,74,1
401,71,63,1
402,71,82,1
403,71,72,1
404,46,70,1
405,46,80,1
406,47,66,1
407,47,63,1
408,47,82,1
409,47,84,1
410,48,62,1
411,48,78,1
412,48,63,1
413,49,70,1
414,49,73,2
415,49,78,1
416,49,80,1
417,50,63,2
418,50,78,1
419,50,84,1
420,51,70,2
421,51,82,1
422,51,74,2
423,51,72,2
424,52,73,2
425,52,84,1
426,53,82,1
427,53,63,1
428,53,74,1
429,53,72,1
430,54,67,1
431,54,66,1
432,54,76,1
433,55,80,1
434,55,73,1
435,55,63,1
436,55,70,1
437,56,74,1
438,56,82,1
439,56,66,3
440,57,69,2
441,57,75,1
442,57,81,1
443,57,83,1
444,58,71,1
445,58,76,1
446,58,84,1
447,58,72,2
448,59,78,1
449,59,63,2
450,59,80,1
451,59,74,1
452,60,74,2
453,60,72,1
454,60,73,1
455,61,82,1
456,61,74,1
457,61,72,1
458,62,69,1
459,62,85,1
460,62,80,1
461,63,70,1
462,63,80,1
463,64,72,1
464,64,77,1
465,65,80,1
466,65,71,1
467,65,76,1
468,66,72,1
469,66,66,1
470,66,78,1
471,67,72,1
472,67,74,1
473,67,84,1
474,68,70,1
475,68,82,1
476,69,71,1
477,69,77,1
478,69,81,2
479,70,78,1
480,70,84,1
481,70,74,1
482,71,63,1
483,71,82,1
484,71,72,1
485,46,70,1
486,46,80,1
487,47,66,1
488,47,63,1
489,47,82,1
490,47,84,1
491,48,62,1
492,48,78,1
493,48,63,1
494,49,70,1
495,49,73,2
496,49,78,1
497,49,80,1
498,50,63,2
499,50,78,1
500,50,84,1
501,51,70,2
502,51,82,1
503,51,74,2
504,51,72,2
505,52,73,2
506,52,84,1
507,53,82,1
508,53,63,1
509,53,74,1
510,53,72,1
511,54,67,1
512,54,66,1
513,54,76,1
514,55,80,1
515,55,73,1
516,55,63,1
517,55,70,1
518,56,74,1
519,56,82,1
520,56,66,3
521,57,69,2
522,57,75,1
523,57,81,1
524,57,83,1
525,58,71,1
526,58,76,1
527,58,84,1
528,58,72,2
529,59,78,1
530,59,63,2
531,59,80,1
532,59,74,1
533,60,74,2
534,60,72,1
535,60,73,1
536,61,82,1
537,61,74,1
538,61,72,1
539,62,69,1
540,62,85,1
541,62,80,1
542,63,70,1
543,63,80,1
544,64,72,1
545,64,77,1
546,65,80,1
547,65,71,1
548,65,76,1
549,66,72,1
550,66,66,1
551,66,78,1
552,67,72,1
553,67,74,1
554,67,84,1
555,68,70,1
556,68,82,1
557,69,71,1
558,69,77,1
559,69,81,2
560,70,78,1
561,70,84,1
562,70,74,1
563,71,63,1
564,71,82,1
565,71,72,1
566,46,70,1
567,46,80,1
568,47,66,1
569,47,63,1
570,47,82,1
571,47,84,1
572,48,62,1
573,48,78,1
574,48,63,1
575,49,70,1
576,49,73,2
577,49,78,1
578,49,80,1
579,50,63,2
580,50,78,1
581,50,84,1
582,51,70,2
583,51,82,1
584,51,74,2
585,51,72,2
586,52,73,2
587,52,84,1
588,53,82,1
589,53,63,1
590,53,74,1
591,53,72,1
592,54,67,1
593,54,66,1
594,54,76,1
595,55,80,1
596,55,73,1
597,55,63,1
598,55,70,1
599,56,74,1
600,56,82,1
601,56,66,3
602,57,69,2
603,57,75,1
604,57,81,1
605,57,83,1
606,58,71,1
607,58,76,1
608,58,84,1
609,58,72,2
610,59,78,1
611,59,63,2
612,59,80,1
613,59,74,1
614,60,74,2
615,60,72,1
616,60,73,1
617,61,82,1
618,61,74,1
619,61,72,1
620,62,69,1
621,62,85,1
622,62,80,1
623,63,70,1
624,63,80,1
625,64,72,1
626,64,77,1
627,65,80,1
628,65,71,1
629,65,76,1
630,66,72,1
631,66,66,1
632,66,78,1
633,67,72,1
634,67,74,1
635,67,84,1
636,68,70,1
637,68,82,1
638,69,71,1
639,69,77,1
640,69,81,2
641,70,78,1
642,70,84,1
643,70,74,1
644,71,63,1
645,71,82,1
646,71,72,1
647,46,70,1
648,46,80,1
649,47,66,1
650,47,63,1
651,47,82,1
652,47,84,1
653,48,62,1
654,48,78,1
655,48,63,1
656,49,70,1
657,49,73,2
658,49,78,1
659,49,80,1
660,50,63,2
661,50,78,1
662,50,84,1
663,51,70,2
664,51,82,1
665,51,74,2
666,51,72,2
667,52,73,2
668,52,84,1
669,53,82,1
670,53,63,1
671,53,74,1
672,53,72,1
673,54,67,1
674,54,66,1
675,54,76,1
676,55,80,1
677,55,73,1
678,55,63,1
679,55,70,1
680,56,74,1
681,56,82,1
682,56,66,3
683,57,69,2
684,57,75,1
685,57,81,1
686,57,83,1
687,58,71,1
688,58,76,1
689,58,84,1
690,58,72,2
691,59,78,1
692,59,63,2
693,59,80,1
694,59,74,1
695,60,74,2
696,60,72,1
697,60,73,1
698,61,82,1
699,61,74,1
700,61,72,1
701,62,69,1
702,62,85,1
703,62,80,1
704,63,70,1
705,63,80,1
706,64,72,1
707,64,77,1
708,65,80,1
709,65,71,1
710,65,76,1
711,66,72,1
712,66,66,1
713,66,78,1
714,67,72,1
715,67,74,1
716,67,84,1
717,68,70,1
718,68,82,1
719,69,71,1
720,69,77,1
721,69,81,2
722,70,78,1
723,70,84,1
724,70,74,1
725,71,63,1
726,71,82,1
727,71,72,1
728,46,70,1
729,46,80,1
730,47,66,1
731,47,63,1
732,47,82,1
733,47,84,1
734,48,62,1
735,48,78,1
736,48,63,1
737,49,70,1
738,49,73,2
739,49,78,1
740,49,80,1
741,50,63,2
742,50,78,1
743,50,84,1
744,51,70,2
745,51,82,1
746,51,74,2
747,51,72,2
748,52,73,2
749,52,84,1
750,53,82,1
751,53,63,1
752,53,74,1
753,53,72,1
754,54,67,1
755,54,66,1
756,54,76,1
757,55,80,1
758,55,73,1
759,55,63,1
760,55,70,1
761,56,74,1
762,56,82,1
763,56,66,3
764,57,69,2
765,57,75,1
766,57,81,1
767,57,83,1
768,58,71,1
769,58,76,1
770,58,84,1
771,58,72,2
772,59,78,1
773,59,63,2
774,59,80,1
775,59,74,1
776,60,74,2
777,60,72,1
778,60,73,1
779,61,82,1
780,61,74,1
781,61,72,1
782,62,69,1
783,62,85,1
784,62,80,1
785,63,70,1
786,63,80,1
787,64,72,1
788,64,77,1
789,65,80,1
790,65,71,1
791,65,76,1
792,66,72,1
793,66,66,1
794,66,78,1
795,67,72,1
796,67,74,1
797,67,84,1
798,68,70,1
799,68,82,1
800,69,71,1
801,69,77,1
802,69,81,2
803,70,78,1
804,70,84,1
805,70,74,1
806,71,63,1
807,71,82,1
808,71,72,1
809,46,70,1
810,46,80,1
811,47,66,1
812,47,63,1
813,47,82,1
814,47,84,1
815,48,62,1
816,48,78,1
817,48,63,1
818,49,70,1
819,49,73,2
820,49,78,1
821,49,80,1
822,50,63,2
823,50,78,1
824,50,84,1
825,51,70,2
826,51,82,1
827,51,74,2
828,51,72,2
829,52,73,2
830,52,84,1
831,53,82,1
832,53,63,1
833,53,74,1
834,53,72,1
835,54,67,1
836,54,66,1
837,54,76,1
838,55,80,1
839,55,73,1
840,55,63,1
841,55,70,1
842,56,74,1
843,56,82,1
844,56,66,3
845,57,69,2
846,57,75,1
847,57,81,1
848,57,83,1
849,58,71,1
850,58,76,1
851,58,84,1
852,58,72,2
853,59,78,1
854,59,63,2
855,59,80,1
856,59,74,1
857,60,74,2
858,60,72,1
859,60,73,1
860,61,82,1
861,61,74,1
862,61,72,1
863,62,69,1
864,62,85,1
865,62,80,1
866,63,70,1
867,63,80,1
868,64,72,1
869,64,77,1
870,65,80,1
871,65,71,1
872,65,76,1
873,66,72,1
874,66,66,1
875,66,78,1
876,67,72,1
877,67,74,1
878,67,84,1
879,68,70,1
880,68,82,1
881,69,71,1
882,69,77,1
883,69,81,2
884,70,78,1
885,70,84,1
886,70,74,1
887,71,63,1
888,71,82,1
889,71,72,1
890,46,70,1
891,46,80,1
892,47,66,1
893,47,63,1
894,47,82,1
895,47,84,1
896,48,62,1
897,48,78,1
898,48,63,1
899,49,70,1
900,49,73,2
901,49,78,1
902,49,80,1
903,50,63,2
904,50,78,1
905,50,84,1
906,51,70,2
907,51,82,1
908,51,74,2
909,51,72,2
910,52,73,2
911,52,84,1
912,53,82,1
913,53,63,1
914,53,74,1
915,53,72,1
916,54,67,1
917,54,66,1
918,54,76,1
919,55,80,1
920,55,73,1
921,55,63,1
922,55,70,1
923,56,74,1
924,56,82,1
925,56,66,3
926,57,69,2
927,57,75,1
928,57,81,1
929,57,83,1
930,58,71,1
931,58,76,1
932,58,84,1
933,58,72,2
934,59,78,1
935,59,63,2
936,59,80,1
937,59,74,1
938,60,74,2
939,60,72,1
940,60,73,1
941,61,82,1
942,61,74,1
943,61,72,1
944,62,69,1
945,62,85,1
946,62,80,1
947,63,70,1
948,63,80,1
949,64,72,1
950,64,77,1
951,65,80,1
952,65,71,1
953,65,76,1
954,66,72,1
955,66,66,1
956,66,78,1
957,67,72,1
958,67,74,1
959,67,84,1
960,68,70,1
961,68,82,1
962,69,71,1
963,69,77,1
964,69,81,2
965,70,78,1
966,70,84,1
967,70,74,1
968,71,63,1
969,71,82,1
970,71,72,1
971,46,70,1
972,46,80,1
973,47,66,1
974,47,63,1
975,47,82,1
976,47,84,1
977,48,62,1
978,48,78,1
979,48,63,1
980,49,70,1
981,49,73,2
982,49,78,1
983,49,80,1
984,50,63,2
985,50,78,1
986,50,84,1
987,51,70,2
988,51,82,1
989,51,74,2
990,51,72,2
991,52,73,2
992,52,84,1
993,53,82,1
994,53,63,1
995,53,74,1
996,53,72,1
997,54,67,1
998,54,66,1
999,54,76,1
1000,55,80,1
1001,55,73,1
1002,55,63,1
1003,55,70,1
1004,56,74,1
1005,56,82,1
1006,56,66,3
1007,57,69,2
1008,57,75,1
1009,57,81,1
1010,57,83,1
1011,58,71,1
1012,58,76,1
1013,58,84,1
1014,58,72,2
1015,59,78,1
1016,59,63,2
1017,59,80,1
1018,59,74,1
1019,60,74,2
1020,60,72,1
1021,60,73,1
1022,61,82,1
1023,61,74,1
1024,61,72,1
1025,62,69,1
1026,62,85,1
1027,62,80,1
1028,63,70,1
1029,63,80,1
1030,64,72,1
1031,64,77,1
1032,65,80,1
1033,65,71,1
1034,65,76,1
1035,66,72,1
1036,66,66,1
1037,66,78,1
1038,67,72,1
1039,67,74,1
1040,67,84,1
1041,68,70,1
1042,68,82,1
1043,69,71,1
1044,69,77,1
1045,69,81,2
1046,70,78,1
1047,70,84,1
1048,70,74,1
1049,71,63,1
1050,71,82,1
1051,71,72,1
1052,46,70,1
1053,46,80,1
1054,47,66,1
1055,47,63,1
1056,47,82,1
1057,47,84,1
1058,48,62,1
1059,48,78,1
1060,48,63,1
1061,49,70,1
1062,49,73,2
1063,49,78,1
1064,49,80,1
1065,50,63,2
1066,50,78,1
1067,50,84,1
1068,51,70,2
1069,51,82,1
1070,51,74,2
1071,51,72,2
1072,52,73,2
1073,52,84,1
1074,53,82,1
1075,53,63,1
1076,53,74,1
1077,53,72,1
1078,54,67,1
1079,54,66,1
1080,54,76,1
1081,55,80,1
1082,55,73,1
1083,55,63,1
1084,55,70,1
1085,56,74,1
1086,56,82,1
1087,56,66,3
1088,57,69,2
1089,57,75,1
1090,57,81,1
1091,57,83,1
1092,58,71,1
1093,58,76,1
1094,58,84,1
1095,58,72,2
1096,59,78,1
1097,59,63,2
1098,59,80,1
1099,59,74,1
1100,60,74,2
1101,60,72,1
1102,60,73,1
1103,61,82,1
1104,61,74,1
1105,61,72,1
1106,62,69,1
1107,62,85,1
1108,62,80,1
1109,63,70,1
1110,63,80,1
1111,64,72,1
1112,64,77,1
1113,65,80,1
1114,65,71,1
1115,65,76,1
1116,66,72,1
1117,66,66,1
1118,66,78,1
1119,67,72,1
1120,67,74,1
1121,67,84,1
1122,68,70,1
1123,68,82,1
1124,69,71,1
1125,69,77,1
1126,69,81,2
1127,70,78,1
1128,70,84,1
1129,70,74,1
1130,71,63,1
1131,71,82,1
1132,71,72,1
1133,46,70,1
1134,46,80,1
1135,47,66,1
1136,47,63,1
1137,47,82,1
1138,47,84,1
1139,48,62,1
1140,48,78,1
1141,48,63,1
1142,49,70,1
1143,49,73,2
1144,49,78,1
1145,49,80,1
1146,50,63,2
1147,50,78,1
1148,50,84,1
1149,51,70,2
1150,51,82,1
1151,51,74,2
1152,51,72,2
1153,52,73,2
1154,52,84,1
1155,53,82,1
1156,53,63,1
1157,53,74,1
1158,53,72,1
1159,54,67,1
1160,54,66,1
1161,54,76,1
1162,55,80,1
1163,55,73,1
1164,55,63,1
1165,55,70,1
1166,56,74,1
1167,56,82,1
1168,56,66,3
1169,57,69,2
1170,57,75,1
1171,57,81,1
1172,57,83,1
1173,58,71,1
1174,58,76,1
1175,58,84,1
1176,58,72,2
1177,59,78,1
1178,59,63,2
1179,59,80,1
1180,59,74,1
1181,60,74,2
1182,60,72,1
1183,60,73,1
1184,61,82,1
1185,61,74,1
1186,61,72,1
1187,62,69,1
1188,62,85,1
1189,62,80,1
1190,63,70,1
1191,63,80,1
1192,64,72,1
1193,64,77,1
1194,65,80,1
1195,65,71,1
1196,65,76,1
1197,66,72,1
1198,66,66,1
1199,66,78,1
1200,67,72,1
1201,67,74,1
1202,67,84,1
1203,68,70,1
1204,68,82,1
1205,69,71,1
1206,69,77,1
1207,69,81,2
1208,70,78,1
1209,70,84,1
1210,70,74,1
1211,71,63,1
1212,71,82,1
1213,71,72,1
